"SURVEY_YEAR","BIOMASS_MT_MALE_LE119","CV_BIOMASS_MT_MALE_LE119","CI_BIOMASS_MT_MALE_LE119","BIOMASS_MT_MALE_GE120","CV_BIOMASS_MT_MALE_GE120","CI_BIOMASS_MT_MALE_GE120","BIOMASS_MT_MALE_GE135","CV_BIOMASS_MT_MALE_GE135","CI_BIOMASS_MT_MALE_GE135","BIOMASS_MT_MALE_TOTAL","CV_BIOMASS_MT_MALE_TOTAL","CI_BIOMASS_MT_MALE_TOTAL","BIOMASS_MT_IMMATURE_FEMALE","CV_BIOMASS_MT_IMMATURE_FEMALE","CI_BIOMASS_MT_IMMATURE_FEMALE","BIOMASS_MT_MATURE_FEMALE","CV_BIOMASS_MT_MATURE_FEMALE","CI_BIOMASS_MT_MATURE_FEMALE","BIOMASS_MT_FEMALE_TOTAL","CV_BIOMASS_MT_FEMALE_TOTAL","CI_BIOMASS_MT_FEMALE_TOTAL"
1988,126.948283247716328253415513987502871634,0.5053046083831633476706911892420977662187,125.729203000748302853725786342298837023,482.477532203391988224760691048866504953,0.3631897284131119939743413476626925725628,343.452532417301727223901873901556117471,244.107129091570338808079349977813381667,0.5324739446986581858215534477499837904525,254.762144474647957254925969337934317883,609.425815451108316478176205036369376588,0.2574286731970061369238295671689693884667,307.492011003821378430480196455452932903,38.18965367667373978946053623781834892094,0.7241491057602949694522265561163909436014,54.20380697614695325723547632142572342811,174.386096068289825282331957238197867396,0.4325767278472404557899761751312038728266,147.853318965779659783756287491463888218,,,
1989,116.104221799371094302578240482477571223,0.4676067799952809295658639221648990215626,106.410597746945166085805007531701400126,189.726131002944333263152785793182124364,0.5273926213098959402474998203845152554476,196.117916658829955651121605757601091468,136.44755745906448571161310008812376992,0.6754932422367027043900413835146471236382,180.652029847272424892817620902265105124,305.830352802315427565731026275659695587,0.3752164206319442913400018893921023549922,224.915037786215435707253592592226119685,26.70709334698803397580685022410178223861,0.7376462411976540334648450106640507053578,38.61275856061236944652150002242459645028,179.022968358897685928853623346076881209,0.368507779409763198123542678866670259371,129.303858805232102957098486556743002657,,,
1990,64.4838311144352267747307875474822655556,0.6822539813248214910503758126635843383014,86.22892699744563504166150127945526811242,652.538733946168232830889201677021498186,0.3025816289132282557698111679088193300753,386.994616770958225828477031344145206835,466.793873796088259377373284309336549443,0.4189700040820942253509261791364207495302,383.322357171293602379736413926727917163,717.022565060603459605619989224503763742,0.2624585580582344418364068659343508887845,368.849868701204247937497872570085936367,0,0,0,190.97990360694918065837963341625227435,0.3623723961601045799646451772184699877584,135.643456765412909224422100155193423111,,,
1991,144.133274991706377873174738346746011908,0.5738550841800080237086318954611579825396,162.11476080087158116892629538279705491,496.430726249436708569042967051642638169,0.4147257506293385384958450355888692891006,403.529906935360014971715239666836993185,213.776603511548472954645128200127606921,0.7188152986638660821205826858625524716832,301.185150476981172571166321188569165558,640.564001241143086442217705398388650077,0.3102973013909857130856974618557979742581,389.579950668543896453046509375859895746,0,0,0,241.288567637077295624808228731416923108,0.3046349729494603679786845655320415593257,144.06967509926475745120668007752847065,,,
1992,125.993943777139706359554625711907069407,0.4616346696221317483115503668017867714913,113.999818315500688036347031888998916176,359.60347521050171209577428645603134908,0.3427660683371776374222174481528012990298,241.589343942247212911559696282280204227,257.849791067996545336001778365134953627,0.5079506049972401820607756471133757782616,256.710916447945612810141953907308804093,485.597418987641418455328912167938418488,0.2189128571655783065907678464928678234593,208.354896108717456695763250176220261619,0,0,0,0,0,0,,,
1993,45.65086130733390723025339662804082608768,0.6629225577636932952356225026232410587008,59.31545205426789013860425467660075798656,424.302460930561036212109333025618768844,0.3604446840329189553916616975271267807949,299.757630270431784351298180029193661354,330.857946243462025977126482653451779133,0.4085817152767927651692836278313043102435,264.9577140906567915429312020748039698,469.95332223789494344236272965365959493,0.2968612848020370495515951963447214018218,273.441456191593355829634682308583889597,8.64650077097242299198876404677241289301,0.9999999999999999999999999999999999999988,16.94714151110594906429797753167392927028,31.35618233314455559446133909674883335313,0.9999999999999999999999999999999999999997,61.45811737296332896514422462962771337212,,,
1994,119.250157126157052900437952258896775254,0.4373941444808425422615821361490869981869,102.232268092586965245945146068947320781,788.150147053611583872590834198106143538,0.3322636184793358009210184967124205936262,513.272294739505069344030637477368664338,725.255194470035077057286706329122005824,0.3705539290255266487638207988787006532656,526.742477239806054162146222956880339443,907.400304179768636773028786457002918793,0.2906377062224800970642669281686511770592,516.900496343481804866940358523820380426,12.59533866338312470410026112227548310556,1,24.68686378023092442003651179965994688692,109.681417965967180523847070387563646359,0.5652702876236747538032804470613738329801,121.519307493965721199469646958885842758,,,
1995,233.222609928658064244482082098488779902,0.3478298668736168278346499507361509995277,158.998707152269097393892784865053670305,314.444583959320527097079184693407863927,0.6927150914750588818844190586108188048627,426.928197132786401325232738012972923057,314.444583959320527097079184693407863927,0.6927150914750588818844190586108188048627,426.928197132786401325232738012972923057,547.66719388797859134156126679189664383,0.3449629873474799085343569192532035002685,370.292826100584826013372057944262041752,102.496074904967748629887201320103195634,0.6412468151771181717892633875767844831349,128.821551937893191223182972103827599777,158.173295480611556757000841583243123668,0.5461828195532524349961645109497194271757,169.327411547115075947485434136257908533,,,
1996,232.931234420498076075392593970549702689,0.3842939590449097387927221171360876675291,175.447569870915468310717920512854727656,570.12343906032888912212724223879183372,0.3825718822412828282989740793455858381347,427.501866494719327792613568613675617404,478.666429264912431221325891967573229481,0.4667733128986742716281507238742212767135,437.920281324269726943941065310778454614,803.054673480826965197519836209341536407,0.2612055810192561066683859509286430166188,411.134230650505276265636102208811753958,39.1530415227181456018507759533320333928,0.6819944319646015819160359668139078257947,52.33622637342633730258517331008151157798,85.2349890795152185220896427118870070298,0.753272005986003166064683985698102657719,125.84205716007814426503520907663752914,,,
1997,11.34946953939948589370184352184451160128,1,22.24496029722299235165561330281524273853,447.823461447328101722241639609711405811,0.3040467747114934151612338766767001995591,266.872187022665971476445040453217527562,347.174375632903707923223854380972608935,0.4251278322119480776197592055718185301192,289.28323983621172854765516769375596132,459.172930986727587615943483131555917412,0.3088347100640449134858685489722512140216,277.944736460665689260515624189538085664,49.50357983157965636077091056955429474993,0.7164979393281388344534138626451002952062,69.51965735983796225269227719208808222178,138.142142938402811791880272724988883509,0.4342424627133302521803017363535210498514,117.574881333975085158445499864033684391,,,
1998,188.017597275952731550523968940894240609,0.3957690439192792949229973295779911923869,145.846627639251651322443708834709950155,474.428941530804428942613435448383317802,0.3919112637834894855882059025960732119657,364.430730259569576821999912354431725425,474.428941530804428942613435448383317802,0.3919112637834894855882059025960732119657,364.430730259569576821999912354431725425,662.446538806757160493137404389277558412,0.2796903577440158091359124894527013846654,363.14862247328804514804291753285011476,67.99893699197232677217815165169712173713,0.6163115966591578892065851626361972912681,82.14072552014996176636082250546232750323,212.222844955668563972271231526487605968,0.3354131708463916257191718897281974929331,139.51738121114096488540418391101444403,,,
1999,62.16091895329844135922708250154885231559,0.6862404259747432071674369533461158054975,83.6083775829263016603653507608969193353,481.401084327837163184423525239002002124,0.3022519190334788309078041323328595052449,285.188627063257252258384624267853745154,280.389289783309330604972228859071285817,0.5523699876754236726936095114698362883879,303.562111942177648439179815259096434493,543.562003281135604543650607740550854441,0.2780223281699984185006945165529193713463,296.199852367660494740599972253926234872,81.16031603174314605990169801683007172406,0.5559372712715715128046127131617543907637,88.4352874752423010439567175253371762546,336.262167736971188419079450815149811246,0.2693383153126620252932527635706169205743,177.513840092852803233507193999331518662,,,
2000,77.56391351052424657095265847820729717824,0.5216055260485217055851926935468269362424,79.2972211817165175058253916025532759268,798.737247393664075495306814245533320169,0.2665211329978692610101288501471414984099,417.245498040199141820376432813045032009,694.799064827290554816473510295668239641,0.2812159338719788821321083510578718980141,382.961593022816853815101189960329283061,876.301160904188322066259472723740617345,0.2280055912076282930812046534129809649623,391.611065965065315342795823424768287771,31.11771267922831684776800020544702300299,0.6962886116473575235882449108746410491001,42.46714155976006707072986227465030262086,309.54069775600225387789604575779202759,0.3773661019210054267431945025031982866651,228.947926336257737355562939042585764395,,,
2001,18.83148821925207667358712425867531040509,0.9999999999999999999999999999999999999984,36.90971690973407028023076354700360839392,425.796980090451712613069943750539104779,0.4159969160549144990729669650222336278127,347.175251942922533070313097785290746281,320.026288401357790859614897660572096551,0.5578525922896554321951391892238825230839,349.913889387647292349017993876333621274,444.628468309703789286657068009214415186,0.3920956141821116163141786437589252094491,341.70026983489992254564603398248135539,33.7079041099273244560792185304731913014,0.8114858286013220007802818664363715176391,53.61283353423423320521265925537256849436,356.300830892139375053383741814278278306,0.2858512400118807493369576486870571064004,199.624107282451676245539543848909407455,,,
2002,151.629862965199724949545956888366068806,0.479249660685745095866081671338107449476,142.430378336760070061614453260013765909,731.53627273623914559868687512504000236,0.317726432763016429074307457923708939051,455.559684331547137367012949087311410853,731.536272736239145598686875125040002364,0.3177264327630164290743074579237089390479,455.559684331547137367012949087311410851,883.166135701438870548232832013406071169,0.2616431018110776684876332735317203974616,452.90568123247810870890065144528222416,19.07015553074826693614379494554638858093,1,37.37750484026660319484183809327092161862,228.797063193915930605784714371789829118,0.3400612654150243970287451271373534615797,152.497836912610135524537719445894510836,,,
2003,108.132954378280848478036918167244253246,0.6830804636821038101253332109209160862472,144.772476887422444235731223465810903839,911.409506435894247996852954730909732208,0.2499356871136939084722102922217015870268,446.475772016695404302218800552692742857,851.666722308323125283401383490351355096,0.2745669178985520706604831079505950408042,458.325433761078269551611803546933595847,1019.542460814175096474889872898153985452,0.2145190147943845926047281475273093278169,428.674038700402630540627943681065472351,23.3757357906095922970566714484307579972,0.7205558211237362350375405027983915292825,33.01330409406944063584479344088640030665,300.056637282109251024977305425961140838,0.3783010555200967437989710606520754468992,222.48301549528017489565731035920307688,,,
2004,378.582981094140747226553216113344736102,0.2047016508138931933724810541334063457579,151.893259952030434348236714700383212071,400.595997891327184556551338673183453601,0.4740774583213026499893578480651086869427,372.230523688252362893023443698313240111,400.595997891327184556551338673183453601,0.4740774583213026499893578480651086869427,372.230523688252362893023443698313240111,779.178978985467931783104554786528189705,0.2672170406736901908444324731340499872195,408.091405802502590449358381099158448216,91.52015610816491516046332766040869013473,0.4015584093381137483297845886051163584278,72.03134908597429421099203477449083813845,185.475968101661100568954222345193545946,0.4696320527469879994984281903395877630546,170.726700884243220486698070546881944866,,,
2005,260.084018183355775874360933840364760599,0.390179535362625778764870995921194511527,198.899744285251883176186903973591992643,906.709885394199518111672801961544963737,0.2040403289288116704973226379292684225662,362.610551187321700473445344867909438766,647.976475570558747831025812318266872597,0.3155544022579528216094178384313280696073,400.764785674729963987773976440973460481,1166.793903577555293986033735801909724336,0.1932611907110171540983891961334746810495,441.972119074717985329304664758671053321,20.99273090171238029746145376404972944166,0.7367275732232373554008362752458078514077,30.31321043739216941109330021764370179936,237.664301497560973851399342633194523525,0.50809139936426025426034113771207956554,236.680167552577410000772977115711904575,,,
2006,251.775761073843779290717381767184159649,0.3522346455195887833946035669858863135403,173.820926066449285786324806569357986373,1214.988874582367103337924245231374975887,0.2319218434713880414763239618543971832837,552.293620797124533430671443004329356425,927.265886948154783535316390495249871751,0.2859140397431903871105677587438208967995,519.631937880662846017025198611124803727,1466.764635656210882628641626998559135532,0.2000799802601150504653056396691369036995,575.201669122725854293261319571603745611,49.98281596885633631959244771326844210367,0.6909104977843215402440983148314978732518,67.68595843294114742701498820192472566545,791.22109646754416526783286910282305941,0.1971962548614546851038053651172689106836,305.810640501915986451606453217400954822,,,
2007,179.514281034795112302549828529467193908,0.4441223746138105985404741842244921931609,156.263565189717734329153614081719278345,1575.523717029482349027743083967151634274,0.16632928212035379216828104281204897635,513.629228481526242844402837399585972937,1276.079686122290595952587866930328961323,0.1748146646211569794660335888848128666188,437.23178702430541378973540351873587177,1755.037998064277461330292912496618828182,0.1514819883821194916975995694118332755515,521.079025440584213538152657706708929002,44.52303401832105600281614740869030654817,0.553573660327713342258209353027982928427,48.30768666441788117184114860384785735373,763.636330187677017351911121613681589338,0.2452901822107636119431719362859395078056,367.132489366008516173507781852940101005,,,
2008,238.910197333428542801180838563498358907,0.3549876999350889193226164093684884179295,166.227955627166744361982540921292769593,1878.660122153045025274201916991764796938,0.1624246726669129776941425977438302256865,598.075880570458532816576847384990988968,1343.742171422823300517514204261206684915,0.2599130767520658209300394231199526599479,684.542077786575405426341794713974065035,2117.570319486473568075382755555263155843,0.1404967605336859493371844129422697080047,583.123069376658575711883943322383271918,83.26029180474046630057205945688135420622,0.451722671352946013313224629492647397949,73.7167004060597974393632394904063010594,1074.308530425364110447000117139976528929,0.1722162060193767188927879663135207007341,362.626144840052361429130555375461908144,,,
2009,588.096115209772971879792059760507303912,0.2785479087866076080829606785513674085045,321.073368392131837120995400486843762508,1456.186991768759586516615841578617820366,0.2365197864752143640889530072020984915659,675.057391267818238185655796542931949184,1201.45392133043834214221349723330287795,0.2968123499183064098607933330374882040454,698.948468948956835416404966270684904179,2044.283106978532558396407901339125124269,0.1636304443996768285659179808598559422007,655.633628416352764978365705160347308644,93.84833685731055231132786172255640427341,0.4461305286333060502959816000497649973259,82.0624719416767323329659410983117511184,1135.454207591315778818943615788476824557,0.1755134903454385429627608703978003924107,390.603560959461307283567967316468895895,,,
2010,630.030210831992217908605096568324660179,0.293444074701693387392767625905294953963,362.362119213345247165438952718667692804,2216.028265520951068077210016840283502328,0.2000456935423368643107200616208728936701,868.881546119698547031137965276130865794,1949.991723879965961319968305961282138462,0.2334599368263550732770571614974831833154,892.280091551106874621308224259284821352,2846.058476352943285985815113408608162511,0.1485859017882340194130194854707705312064,828.852963891860793522544033593440110619,26.10634987258272709631831140959307988334,0.7018136000022116241150010264106904690685,35.9107111185093423710664152650576326048,1096.091930931684296118327812862179004391,0.2697724063866531110206263860470621169084,579.562901343729952540974102028141787156,,,
2011,368.587491145784603553260671649288321148,0.2875704894396791929930678339227698068908,207.749975051067930798128821299122756048,2046.836733504536623258853250916582607281,0.1817734050767446674515263101386642807003,729.238546063150778418782471554970877424,1478.653673369978387272808103003461186723,0.2139632300550744295693826023909245293112,620.09993153060147399070512358142555162,2415.424224650321226812113922565870928425,0.1422354668496524019247947017658740024002,673.375624776872316938114396574888648477,17.40025022491433686003923344167051180329,0.9999999999999999999999999999999999999989,34.10449044083210024567689754567420313441,903.514196864577497646760655951054045707,0.2192263325465017131130165037760754062033,388.22524341334579261663120212939175698,,,
2012,357.002743223998633078785699855292209504,0.286813392460549151112701804498430986281,200.690609087522853223080378697703571204,2333.547488910245308858422345460698657789,0.1501255475094843159486580722154313594388,686.63718504758439975469139257201175063,1871.400332901610606034758332745402227653,0.1673867924033549287697185984804153225925,613.965490092863549950802078409775528308,2690.550232134243941937208045315990867289,0.1410802787082685522513190306366722363343,743.983810191067741190117405447137047945,35.4790594122793395966815717428165485566,0.7895487042217900691253435445669937352134,54.90439295650719231601134890611726553702,713.917279207854467616391242201939962761,0.2387244958434331223846082808843020203096,334.041903403508653973970592779899352823,,,
2013,271.703597701186103740328942464645147499,0.2567484760562864446487993124795420811854,136.728589911628135479565814791390543903,2290.431383030823043721648053933407675777,0.2249449900049407999776708175632491839133,1009.833286543227596272226992536492666475,1934.655705929363841138344859648052026002,0.2521037064936269144545628819601927601743,955.958393537520373437468170151403447762,2562.134980732009147461976996398052823276,0.2043273379522783193388825107925535546031,1026.087871371271332937512373688687503818,101.926183961126473212518536027884270227,0.3720853198183320249286611597118839278761,74.33346404379426028161814257064676527466,734.278828084843680198527701225914480035,0.3700894504007429138109415426320325797635,532.627741936569920591823254520930191274,,,
2014,4617.673080325986479706093390858825824758,0.9598718961013784006709303303261074496051,8687.454245770042614019000185436427091852,1135.414836003984712048369432930034870172,0.4027799055220835297410017524465770734537,896.351669533151577393448927708580050879,1135.414836003984712048369432930034870172,0.4027799055220835297410017524465770734537,896.351669533151577393448927708580050879,5753.087916329971191754462823788860694929,0.7628648429131318241981857352593637776628,8602.103878730740699471562010586036387904,2188.698326727429689201309808391791830194,0.9826095448758668229818563238089257240666,4215.246298724573460225454318280526960617,886.464702293463006984372859979998262452,0.5942895357789951949975761597517229660843,1032.560724964476722860738056992186106335,,,
2015,353.897907629337069138267133270857647994,0.3026273598763243331059236490943739209504,209.9144113251782890481505384317415113,1375.782096458147149127863245581215687837,0.2272811308801790113348456095299880346463,612.871049026313966176233959315064075142,1015.996532055376017193204834244866127951,0.2464622028148287741112645062875678691226,490.793296951485744988754222600694557959,1729.680004087484218266130378852073335828,0.2043301081662350348914039806256079792937,692.71437656321223489023899532980155657,0,0,0,318.773760676313875098397914254257774275,0.2576539308518660046226141828666184744293,160.981292481741145128236993645522384832,,,
2016,39.01205802727651865732691614555198681706,0.7340907337652675343999014412486551694019,56.13124499375576546516034914443482371911,722.079846086349096255558155382033908596,0.2631347141177058443358982439991668046428,372.408376785373473149432113987307729115,449.913111462928549684847458605395599436,0.3764264997349537865234233581320351438715,331.944066756390521957608938195613744627,761.091904113625614912885071527585895415,0.2371873398200947165093833141726929958781,353.821873626830066666749888703202812866,23.03336679730720146032498128206682607654,0.6957964049400246806952452513343037443544,31.41200627001331061961075944187452602585,451.856501971627031319906222150698837804,0.4169282897667322887427297882991432890928,369.247846830536767122520711330592899222,,,
2017,78.23236045146753034582663404989469798456,0.5555862162150293229337986832731604365286,85.19104941245025072894608855049357905009,2393.344411456496111768147321310943485675,0.2060763734204159231702797877854232916369,966.695003851589953769042557818741935533,2138.385114368581740626538046851674086241,0.2246860808716799409319665054618076821319,941.712126653958804621368485298379424756,2471.576771907963642113973955360838183661,0.1946452348124371879985642349805789274396,942.918056604982540465513316371243851728,18.78405632694777138074336318473018896481,1,36.81675040081763190625699184207117037103,404.031395577435212393320979651821851679,0.2866832408132621793959953424288531934644,227.024898553910731745803139916641676577,,,
2018,10.2154490994069950220134841920913238313,1,20.02228023483771024314642901649899470939,918.87623421903619934259303864469644376,0.2939753824942541418760778222441333685239,529.448905142065205095324397487330004619,822.703299066387623093676183164687472285,0.3297797149468618759449138078739133516665,531.769284525834086255801473756642704141,929.091683318443194364606522836787767591,0.2886055523192263681036430585716149297378,525.556396101865345038923043104433056086,51.90429682376088189002896830873931760566,0.999999999999999999999999999999999999999,101.732421774571328504456777885129062507,837.941187949712257002602107266419516858,0.2994335913068882875345470473611184011543,491.779168855015505320888329000413510505,,,
2019,81.68243627860316312338780911019863384529,0.6017796465195649457681932315160880531431,96.34346215596561093019068691429218601417,498.302941405519216396462051121962962319,0.318594182191206681631599973485364848604,311.162579477105786736792418043093523506,339.800667328992859287382688218121896537,0.4403963283308782696831344425774633949152,293.308053861898532822296142444096591302,579.985377684122379519849860232161596162,0.2804978792343627302272656241558502291474,318.861950117580943433879576682265579293,42.30686043797390540627212827047137238497,0.563396700511875084910370253007502545459,46.71766933635092631113050833094755398859,586.302638960105095636855421430556382803,0.3723999088921337780303315305403616916635,427.944536690643053634251207314340795631,,,
2021,1171.246584817850491989227218973720062545,0.2323005961178869060146133868606652158673,533.279308514282679313005129899908023667,1193.350615615690444328045530238732339318,0.2547640338215741448836435806150190259913,595.884720531515691004914534942812113624,887.252755215939691373094673379351162474,0.2796290685384149743455682045489671118146,486.279256538384027197762318271877658843,2364.597200433540936317272749212452401869,0.1535382271445521535595394171759539395392,711.589881648452763662496357767167417741,64.31782672645795776085535780184643186563,0.9614292151291213175462550250150849560872,121.200593830121421314742448929982591836,2026.997872338693444544191516596447052621,0.3801391370719810142319270566420936812496,1510.260795193642022410428007716618017908,,,
