"SURVEY_YEAR","BIOMASS_MT_MALE_LE102","CV_BIOMASS_MT_MALE_LE102","CI_BIOMASS_MT_MALE_LE102","BIOMASS_MT_MALE_103TO124","CV_BIOMASS_MT_MALE_103TO124","CI_BIOMASS_MT_MALE_103TO124","BIOMASS_MT_MALE_GE103","CV_BIOMASS_MT_MALE_GE103","CI_BIOMASS_MT_MALE_GE103","BIOMASS_MT_MALE_GE110","CV_BIOMASS_MT_MALE_GE110","CI_BIOMASS_MT_MALE_GE110","BIOMASS_MT_MALE_GE125","CV_BIOMASS_MT_MALE_GE125","CI_BIOMASS_MT_MALE_GE125","BIOMASS_MT_MALE_GE125_NEW","CV_BIOMASS_MT_MALE_GE125_NEW","CI_BIOMASS_MT_MALE_GE125_NEW","BIOMASS_MT_MALE_GE125_OLD","CV_BIOMASS_MT_MALE_GE125_OLD","CI_BIOMASS_MT_MALE_GE125_OLD","BIOMASS_MT_IMMATURE_FEMALE","CV_BIOMASS_MT_IMMATURE_FEMALE","CI_BIOMASS_MT_IMMATURE_FEMALE","BIOMASS_MT_MATURE_FEMALE","CV_BIOMASS_MT_MATURE_FEMALE","CI_BIOMASS_MT_MATURE_FEMALE"
1986,6227.862557522938161619446387929322690515,0.3574421920054831922380926416730950801196,4363.157654376952401833844588764847809876,4942.618119395795397485907997515844100105,0.407395608119733218939255341499432509008,3946.657792331529982609236039516975224542,5758.344119073469494007411240305767252162,0.3652779106483488904307313715648633740098,4122.655980874353623337216037713533385667,3285.524557225339388520938724126634768648,0.2803936740582982142711961251773561326944,1805.630991545985688482410129720809308489,815.725999677674096521503242789923152056,0.3032780477103968655591204345249528767658,484.887905751759372730396291621075059694,142.196980264943813101516628006513522519,0.405287606463393874359937831494337900235,112.956120604687005353614841929966275027,673.529019412730283419986614783409629536,0.3309944531130785269919498367720646402988,436.951364095157233165368436928716249586,1209.673542298374101460850541750887698172,0.2766042177138946417667137944707597371312,655.817575559009713329196147735682397629,1360.11355399600509666233692372358765636,0.3117309082483902673264990565890868543485,831.019289675916506196215328572197206533
1987,8047.343119928338458501336295052218796167,0.1511349375776124207450482683932493372348,2383.820012188156506315863133837728497005,4437.701107140859145723757578868592425476,0.194049636502798610902491505411233232784,1687.823202027551313642643891505828201069,8600.968795821665389575837437084510616294,0.2348974903303945027979831891632855246719,3959.878129715147213155099262588714561031,6993.985617607049919736322247240488865341,0.2665387409463227801681078287817646873462,3653.769516598798717073237871593268331995,4163.267688680806243852079858215918190831,0.3494250575272852186284761949694565299838,2851.310101172805840397841241010608461331,3504.937122544828117739450868662480901332,0.4076084586950672306891470996884190467213,2800.138355953497874329137335212875630039,658.330566135978126112628989553437289508,0.2673667616182818841818466543870398340841,344.990794622528975181649502077334805546,3095.186775938312342240222698117520767955,0.1957485457423530568200280219852313886133,1187.521487974138549979765957532149337979,2042.277927064464518471030396150676649322,0.2090534317802645539452407793655721225678,836.81261023174583745230244843576218975
1988,19281.7250447061458151532439588740478511,0.2348271509175645020979994668443134228927,8874.630211767418769006641203612558686393,11193.4992865177965950425796817146471443,0.2413444864725021443785608586853546302308,5294.919100784515259522796799485767910388,21811.5481269973698222708371648306502045,0.2930952560396582789614747025025329285947,12530.0081144911012359909869981559028027,17867.5724928461608389280325989198667591,0.3165133244080261349071691230501540705938,11084.4365468717966191069273786541975678,10618.0488404795732272282574831160030603,0.3682392947746195437402277705993169699546,7663.566321125303037085570229778745910117,9689.531773983102568756186574167369969735,0.4031666940037854362761465490385543012948,7656.733123852347487985521400621340311362,928.517066496470658472070908948633090529,0.3131128680119988327985105482831426476314,569.832057710043611135646813281819821317,6483.958459764564316947907791841236482418,0.2422630391517844928663620560782655953719,3078.814025105114368132696256499581449694,6183.992954301203940058081464606695632673,0.2614504337788918493764871926182672519472,3168.94297515981495486239274759306286507
1989,15987.5360109224946805785064231311979499,0.2239704193272710834236894596106115433011,7018.240882977269565740417028175773061184,12619.3478982888093101436376283162805244,0.1774326490956500148787951047531744026629,4388.605281807893361685862497694928728549,29118.72866041646324403200720634005616,0.2237174187038321496769189516383322343189,12768.1589512175080071104858228955797871,24883.1337227686724719396876670852894768,0.2429619329182606282936507619081879739811,11849.4823620409648757226582219817979828,16499.3807621276539338883695780237756357,0.2932434167133466327620147882487615650048,9483.136185147917778844326131109992680084,13757.9636904705610650919786116596933732,0.34473934757532291049634936624201330879,9296.106396170893992127782353882533172023,2741.417071657092868796390966364082262484,0.3625531014493610655486233822459413833361,1948.062152923188476333866079386860954994,5164.646067423377246766710573043001033763,0.2318205968752979763181916648698022416082,2346.651814639505587831626300163275107798,7089.822299594749467873924586116676037482,0.229268602178792711019208719777694943145,3185.928350715278976192221562505269082572
1990,16029.4616435974812274957621305068094499,0.1427614714969701554187889024677024265295,4485.243481826667664611459148246426606239,15152.9455532577976712145885902321279207,0.2520869869248708653969604828949637935202,7486.926359612461983654181439181670454785,39509.3610117175878653223614301190175618,0.294685659076346672901119273822124056194,22819.9704952696922328064512991452562629,35175.0891054854687894388175087376195397,0.3064104608520708478950442008290776955351,21124.9099161159396674053598808636341137,24356.4154584597901941077728398868896412,0.3253922018184162062655290340910107887057,15533.7598026873870644374382807853610497,21082.3197193579493027736078279855292015,0.3651721199427124056672581676464161235008,15089.4037550468643318984120964986331134,3274.095739101840891334165011901360439636,0.2967356055787602208123924761905945964022,1904.219932455837641397463887110960267255,3869.015676890026142397332812221304040014,0.2032082109610819627452300417191819824085,1540.982877607155449379104485745873214492,18662.5762402355204390075559771648163283,0.4794567753283380469506999877117252507531,17537.8813019866601396844060907848784231
1991,17926.4646059507296737643047300954790987,0.1409623970748156337296588143158624872752,4952.836546986044052329119579825060709827,16243.0812730663492482136245238448919481,0.1782730324879046972258201987505599357352,5675.578576774185989671589693260082179774,38059.1343213229289965792137261784314882,0.1854806103920532360018819623051971481016,13836.0936712277545088592031132196447419,34229.9371183593104584497852027352548038,0.1960862101864721448454579462746203785089,13155.5565431422436608569353298707177415,21816.0530482565797483655892023335395402,0.2068131277895407835234673435079282787302,8843.218487187677995461001923652617944573,13386.1557795432997438336067545465421653,0.2944360270180949226675081837898056314513,7725.0783885571154691934557710651221156,8429.897268713280004531982447786997374745,0.2024165822167398973217156184367797164162,3344.447947399498580160477855658461044518,3389.791935781074455991577301002783924299,0.2479413073941130313184099509819905011976,1647.320110929098449991201664905720699386,17055.6751502925324979209574240550371402,0.2164076214532519185695412826183289282668,7234.317059446118116766035055563976883897
1992,11418.673595491851720411643231489949225,0.1475859689602025312556438751785802893047,3303.062573388651537995648691755574901747,9943.571299144643913535064485939179602033,0.1368861824932528530033594030780118708738,2667.829530359194763500788483919958140443,26254.8708029639408733562325917911395979,0.2290504700085435116055090485637291528131,11786.8333749676546132614085620365384871,23409.503999352910861200562150748854288,0.2512603901267543267771661756433945396304,11528.4869708004069784818590683655358095,16311.2995038192969598211681058519599958,0.3201380733054854998976686498680785827993,10234.8612726724054496000098566958152743,9850.604784408436477838268221886353722636,0.5053143236392576478821375937655551724838,9756.197320379129578810241714862186299937,6460.694719410860481982899883965606273199,0.2815596810293475671352735110377678258178,3565.379443073611632231616498459831336164,1643.726952946450536361594002236488434675,0.194409337380286945651045290777916910329,626.32950080261759348740771479630871887,15212.8574922991001531191494242811337378,0.231025828373252715720434431170710987244,6888.543488001981474419835659646822919604
1993,7225.931049728198775933232430989748843018,0.1214804146642642124505028728165672226521,1720.505836502472602578239574339942236139,6338.889248438381540321502601385016252009,0.1559874309694446129824029485552638468506,1938.022616164923900688714724007884800619,12651.1324768064306301107268506088036876,0.1981114249069512111471587802609632195466,4912.414408066788578753952530811619871493,10872.8440598954446225911378275138721706,0.2174599338184645297297498560026396976756,4634.239581379363206884572420267358272288,6312.24322836804908978922424922378743564,0.258329522808270042324055274247552748451,3196.052010826742043069497052769673477512,3716.089112061162619750577272920571576278,0.3506424900602076932287907697093843998655,2553.916729495954403246023374472689656399,2596.154116306886470038646976303215859352,0.2923061443875945192873423029631021765389,1487.388727948351278360838456019317816649,912.683555494798825082965643708144263076,0.2082897474954939077356303380643195704223,372.601149541910447119966334125571023504,6469.805920740561122813521554615834500898,0.1958604744133198286584943283538715999497,2483.671343716769542022681634895646800663
1994,5069.911070086609592742063633744288910367,0.1271461079165932637704664820112737383111,1263.454141687735278713316640483101470643,5571.214763991937877061364022834764013126,0.1571423060429939946018981054905389300776,1715.928129529956615362533235795571424142,10961.7858860100000842472974381335441216,0.1742921303036718650103048135997149580282,3744.683907450595916470591055019596110654,9525.642481407340859412358564443132526672,0.187828618932290836096654461621133200239,3506.809012581981415173734798017325391427,5390.57112201806220718593341529878010852,0.2104243674962601442652797044192859489749,2223.24273683674196618936796628876512109,1247.868630336091007808493768877556665403,0.449206370873672349146781545442190443815,1098.679055970336253027224854152002728872,4142.702491681971199377439646421223443129,0.2236291609730795668185390266026831307157,1815.80100145681369094889055524727094697,1137.075405424889427752163534925725057729,0.3426565204760593751073061434517086419319,763.667551805922393723422555623034644612,4578.627914843832037653217190442111243913,0.2777096099793200815999272294533049954535,2492.196786044547982661072374262467015986
1995,3552.878233283627530843076315171762653692,0.1296809407537797639715350932713885361273,903.051559684661728990943114083850781956,5996.32303010196558229285517676635778713,0.2829958878480300167877305340725349021266,3325.992129065498925761467758062178920021,11757.3567162023827377841672934128990157,0.2999067004543156978173374389276915145454,6911.175715288463925667932539194541266958,10591.5098375977323342095775543158126555,0.317169488519372733152222741437189408576,6584.235365364003560849607889792942594165,5761.033686100417155491312116646541228577,0.3266486300942757207149889928358913198979,3688.394172523686741816753921821421308871,369.526047207389906704203203848837985234,0.4103960748886462837451823982221393031248,297.23799711233768298918929585365437643,5391.50763889302724878710891279770324334,0.3363598374191002065412532455473380293487,3554.433800409315122900109373309207704145,807.712942456028609763746547052855059381,0.1873329656769372015363017142893120336931,296.570071414828994585304737119089679956,6666.686244809846897449311013453513051123,0.3100703342128491217733014527315197110688,4051.597598759970880400717132737742813906
1996,2927.423175530056614992930009362190870107,0.1433416668169666673880323497423160204407,822.458566219827971868789205839917666325,4183.066184251427354994775017836959732803,0.3460081871712845376441008363243748223675,2836.85528857146422159352765023483385744,7862.882226224028385086497783101921420204,0.400358391123228491739571776919458015724,6170.022920257663009419862864765711350179,6682.233419214319399121975600444736469166,0.4341011695921029596890601409797824070573,5685.500071826011663194420755873290545131,3679.816041972601030091722765264961687421,0.4690053816996142070747729116087596229258,3382.672913605457707327108833194471991736,99.54095537561077610755958487917762213423,0.4162627945392081446411266220907968517003,81.21298466127853576654174797842694352074,3580.275086596990253984163180385784065285,0.4810643563444845518374655669081882132216,3375.791750937150621195455598291020273913,423.572798824974781365220001366746858454,0.2111259321016921267282137318797843350782,175.277315851096835684765169438535841837,4046.787228572683780127403287241935729062,0.4461911555376834701043214948732251184936,3539.055712674691339189740639226327914335
1997,1986.075270801356805713930153970368043368,0.1282778554073177223946091456925001707791,499.348173775175442350051879020288696666,2454.37516493059546645791950803463035983,0.1618096573212014420264659400672749479893,778.397544575170370026608264570947737934,3574.935762996036706380306015583518288611,0.1690629022579780920348845520292082443053,1184.602470336780603233769743230074829358,2873.229308847731749430904411882308007675,0.1861441188907030033162004135024039675929,1048.276086610153010914227550859397557533,1120.560598065441239922386507548887928783,0.2298123743992300216713537712082983950986,504.736635731294969485444997304538249676,162.697569515538547195878398460494479352,0.3789788922192392059931641078660203390117,120.851531537052464260088470453313792898,957.863028549902692726508109088393449432,0.2579389546016333596094388631652965780392,484.257568942004122980585093290325806785,442.001050579181889693719926043550900849,0.2263940245440668220473954494037907769649,196.130137518920186109185501397463384138,1450.69393043916561641541277602004582189,0.3110197311532017393839453990251576092707,884.341095012310837264407330683555298843
1998,3041.382678849714769713716728559090844796,0.175135200416399675711381795933604165277,1044.000203406490201555041172378899492415,2477.871213936643123379319426695047157943,0.1727067196800918495535369081392985272885,838.772217931500460126611871127017724024,3562.620709817442991952319198775397257769,0.1757833983570252664780816137462492467976,1227.449167840502286275957545936708165271,2601.507081436140493173783141510384342696,0.1850990969697140494128010848186264312993,943.811758606926068920718660350703881057,1084.749495880799868572999772080350099839,0.2062426197486095394908317619064378226749,438.494292490821806675833970647113628171,441.134590694270692015129308300280152528,0.3525657542396529252515475884621594430171,304.836741391079205195886199554025449478,643.614905186529176557870463780069947311,0.2045455817280531768210853564518277051217,258.031226972839824319353398482531734813,1413.039455950593679971097829707859438007,0.2510635493717651845512877386372084622721,695.334894378076020457665929578098532915,1075.972231251895868834963651469917995698,0.2395479732172648023265758614554015030465,505.184055779521611759901987631903212816
1999,4408.625081438782020677121483812276204381,0.2566337052391281152373423784945837076324,2217.547507733183631645923089077790295811,1698.731898354483377844842102144082963024,0.2205649840510753781869029470052267002224,734.374317172514868350079759779256060387,2310.844971024866961353526789356927615765,0.2120724548153331786507216130906494984138,960.530468777705573940509901035952838384,1679.237495957372045647574356719512051126,0.1896346191406529826045455430184065016246,624.145463465456898833825627195135180298,612.113072670383583508684687212844652737,0.2374445048297194294876048874604502089435,284.872055462433898031317918028724508454,256.266122437242838034719067256974939512,0.3219100252377908414245026745966478375592,161.689482525072734019316970163815707134,355.846950233140745473965619955869713227,0.3051425169909660610834906260106615403319,212.824706753091224383213769917016737229,1793.130309765200389754796079972866445989,0.198046607542616812164277545390225723167,696.041814472445530438064891977009002054,1554.256735853873436547922950332409107978,0.208590027687994717549045977810143059567,635.436812909383034246539631174897368622
2000,4115.910458186441406579645651877080229713,0.1524437792585578028921675123887955704715,1229.792092858096223919288579725202284155,2160.275632475493418443993445113595765099,0.1575496926344992997064600107558805448765,667.087493328532620740917329857042427322,2787.116570933880692722026360644399569856,0.1555134152344103224054532851383153908829,849.530672540598982615842283457809432221,2002.663853492989744337957058590298565895,0.1643855764149381342100739647833605662364,645.249741766740414450714748649194616692,626.840938458387274278032915530803804744,0.2362857546912153723400342239118507902126,290.302625061379865706509684779367768957,250.160665771607977817295181002363271308,0.3477622101511864690737386858165571709323,170.512995002388240621896529937378743475,376.680272686779296460737734528440533437,0.2891781560356908002024336856559428190834,213.498305074344684849024864081144603545,1752.87078848827980282358320733593134504,0.1757169575164332612098206830280585017805,603.697878870280192394498300205763406086,1246.348230620661460274237281139293270006,0.2546427781851413978781588429780062451221,622.052209021505882119621262815699225928
2001,8171.38165794278264388936912479514167783,0.1670099726651108527585523545556395713356,2674.816365565256166188415392055549742988,3138.253183682771432478551845683469499593,0.1826121666043970444721299550642460697102,1123.243097921897086494263025459480476766,4917.888867105506628871155646677801245283,0.2146515401574969106192918084543193603724,2069.039542509305101662835368937567839059,3943.452966425836851470405440902307868738,0.2390028248712937892434633243014904598802,1847.292941496802212895068046131540926663,1779.635683422735196392603800994331745705,0.3184889188836838887207546889699311228013,1110.91671984746038704432413692998507429,418.339965765215721169345779667899413616,0.2682327872977113149177178495572904814649,219.936490308256565998685359749204211277,1361.295717657519475223258021326432332084,0.3730125307242266540537201896126525471288,995.249506986667965277963285822792967769,3741.045956498791136411640296379432804043,0.1744197341731570224527840113730389583992,1278.923992873682876040834698199509482402,3247.477224506551475622851819704261216323,0.3008245326249145238063063757193588669341,1914.764803813586405348482211147258162492
2002,8691.27997292964432437313834524107667983,0.1705116833455608001058929452434319368184,2904.650966079115761231100291508874980386,3096.643784129636747516329868946355267479,0.1746308311070770529660372841131481832638,1059.908176223640232176741697414168639953,4318.434634741825013349796252748896356541,0.188470443267138303932980899284273853411,1595.238688066710339535184439055594978478,3029.281560287302627819099460017307954219,0.2179937899146208539370281284586334153133,1294.314553369190027190671647448973298944,1221.790850612188265833466383802541089084,0.2523571796117947225746192064169148015664,604.322278546535398623169702630373858159,383.656310014803476619903627668640145537,0.4198957172033192728646894853244569673819,315.747457248360020486671123114929154422,838.134540597384789213562756133900943544,0.2540673341439017052991135110177095079667,417.367512431662568442201417851863666983,3732.940002512082835628047185132728513751,0.2011310975237205850736921342429412142162,1471.588226603092777344900939792384296555,2766.362578132700882215762740868595838007,0.253616041127411541948809944986806086007,1375.1240937625091724261177351383892004
2003,12528.1344995158325193727694790321384642,0.1663698106787246426578321488724564079197,4085.234595090413608802301984581615430834,5471.662629002177398268327466022405634427,0.2117974783180386041291956422574959930182,2271.41332017823311754091858152082234331,8132.985346768219706260540475486035475345,0.2377068840720007630589287786823541680802,3789.202545767687689933293863620681410177,6424.405636639331057615829037549875375414,0.259708978740605490390762400918404515288,3270.212620737700616716251317290633988691,2661.322717766042307992213009463629840958,0.3085288964820830763574177589533296603984,1609.346124138308314567947285161392375589,434.458472676854699254425966331651666359,0.3096253861273717091399540170799582369182,263.657969823403443165991074723128927713,2226.864245089187608737787043131978174606,0.3469183962315881689644817364565258533264,1514.178738162342220229370368352152282831,3984.091819217529754036704411744537967179,0.2781682024839715338067935144132562115907,2172.165413370359201185969029279580995755,6312.564395681954940949832196726306201118,0.2430017462888094480549699010725448408578,3006.569776554105174534092459121102491282
