"SURVEY_YEAR","BIOMASS_MT_MALE_LE119","CV_BIOMASS_MT_MALE_LE119","CI_BIOMASS_MT_MALE_LE119","BIOMASS_MT_MALE_GE120","CV_BIOMASS_MT_MALE_GE120","CI_BIOMASS_MT_MALE_GE120","BIOMASS_MT_MALE_GE135","CV_BIOMASS_MT_MALE_GE135","CI_BIOMASS_MT_MALE_GE135","BIOMASS_MT_MALE_LE104","CV_BIOMASS_MT_MALE_LE104","CI_BIOMASS_MT_MALE_LE104","BIOMASS_MT_MALE_GE105","CV_BIOMASS_MT_MALE_GE105","CI_BIOMASS_MT_MALE_GE105","BIOMASS_MT_MALE_105TO119","CV_BIOMASS_MT_MALE_105TO119","CI_BIOMASS_MT_MALE_105TO119","BIOMASS_MT_MALE_120TO134","CV_BIOMASS_MT_MALE_120TO134","CI_BIOMASS_MT_MALE_120TO134","BIOMASS_MT_MALE_RECRUIT_PRIB","CV_BIO_MT_MALE_RECRUIT_PRIB","CI_BIO_MT_MALE_RECRUIT_PRIB","BIOMASS_MT_MALE_PR_PRIB","CV_BIOMASS_MT_MALE_PR_PRIB","CI_BIOMASS_MT_MALE_PR_PRIB","BIOMASS_MT_IMMATURE_FEMALE","CV_BIOMASS_MT_IMMATURE_FEMALE","CI_BIOMASS_MT_IMMATURE_FEMALE","BIOMASS_MT_MATURE_FEMALE","CV_BIOMASS_MT_MATURE_FEMALE","CI_BIOMASS_MT_MATURE_FEMALE"
1985,39.02229947146347978439211295196004052986,0.733490304633568483200796705907624935518,56.10005752057912895022422677400762359209,1054.78706093526212606918308029046274931,0.2665721414445661359513035758368751029162,551.106617379004474736835609723425681452,755.496180801910167250911879507378347521,0.2825215066399588203416209384879671129558,418.350081751345169823378609412020037304,13.18457962087220840061887309699528919942,0.9850999045582194842993666039655152651124,25.45673112727645793163434139286783188687,1080.624780785853397452956320145427500641,0.2658689757807794828150518723307568350279,563.117023194893821690777352948654201578,25.83771985059127138377323985496475133044,1,50.64193090715889191219555011573091260772,299.290880133351958818271200783084401783,0.3824391959459296084096555386823413579444,224.342704562211492821420901860855647169,295.509563813083631702636338337680890626,0.5309350623958746885754558290729699505132,307.51692185528745107140342128321452437,459.986616988826535548275541169697456899,0.3366447467447871101465711381950335861667,303.510073237101998258993341207708733245,4.86516089871317584188591368714118234037,0.4567791194548844085761844563499083200504,4.35571566618825552426418990949135993906,519.805110215510151836243891168857315124,0.4484860455220060277529342840099954376688,456.925663112461907029575887376423645252
1986,3.73173543416795572650879197593595088639,1,7.31420145096919322395723227283446373732,1504.693751439580511884339292219341525595,0.3026503377930717480418728309380680367226,892.576301410694226333306455180860906533,1473.321602045832870292380270090626266099,0.3072931692125985234216668803073490749153,887.37366214961185163033250940856107864,3.73173543416795572650879197593595088639,1,7.31420145096919322395723227283446373732,1504.693751439580511884339292219341525595,0.3026503377930717480418728309380680367226,892.576301410694226333306455180860906533,0,0,0,31.3721493937476415919590221287152594955,0.999999999999999999999999999999999999999,61.48941281174537752023968337228190861112,326.51837558882026242211392555829661112,0.4029244055539659075987060263046392996913,257.86195587768107525141661010154071695,1146.803226457012607870266344532329654973,0.3373593205457583386804219859678111218225,758.294124263353564322650654358145018976,11.01908240125207291187739066591638570859,0.7269830152838941638690879441556680241338,15.7009440694588928537536079235760756295,2419.783655463463549302991874604505676906,0.9006750188334377939605536558094997337623,4271.699831336503965272895583275455812164
1987,191.454137861848416542975088860580719384,0.7828709361538049403839969644772986616765,293.772405071312805586086730671561825236,2923.383582070479409988311269207102457787,0.4114392575738501438149215858849738618944,2357.47775039689489179036021937168733146,2781.33714931666403686881504075023108449,0.414255244046980903035781493608335400125,2258.279659151533296570718991953859155064,167.8802963948020736143218180476118685,0.8856628468557677270570525900554438829905,291.423268822580548223315443680217768199,2946.957423537525752916964540020071308673,0.4141691524642399871901173037343800805627,2392.256162571285221320659047003639954259,23.57384146704634292865327081296885088297,1,46.20472927541083214016041079341894773064,142.046432753815373119496228456871373305,0.602705179050057072474086321171991355923,167.79975654516796449724261870111869815,177.374787190842536879772933710553303461,0.5939149284833115724794963845578795484806,206.477246736416035536791259459046086386,2603.962362125821499989042107039677781031,0.4215818977988678274409439644605175962092,2151.655453066780009811690542083188395624,118.724522117645130552065296474875556584,0.8552670757639568313455254622431853177115,199.020702711941870173921261663884157757,794.605804552443517183705308647492174799,0.5834065816977568680675920885304114999164,908.613382213028451573660820060767233961
1988,170.050113282257661940294610325982329178,0.7069445725098555009301299693026068202712,235.623369093573161661512058076465161854,842.433411474119773404986018991991242181,0.5285812086520403318412179015490038646699,872.777162857869629400223885254252316279,842.433411474119773404986018991991242181,0.5285812086520403318412179015490038646699,872.777162857869629400223885254252316279,170.050113282257661940294610325982329178,0.7069445725098555009301299693026068202712,235.623369093573161661512058076465161854,842.433411474119773404986018991991242181,0.5285812086520403318412179015490038646699,872.777162857869629400223885254252316279,0,0,0,0,0,0,95.7415473613807379958879652059562507156,1,187.653432828306246471940411803674251403,746.691864112739035409098053786034991463,0.5462058756932055279754476470502879633471,799.381067680953676703868721295052923135,190.137595647632144777334226807202272477,0.7879868488086030341174008391865486660543,293.658812675467137967386874606411666838,527.641423465173382069103241737870986022,0.4907509211507132071804280294412363641906,507.523408621502464499688676592533404248
1989,1274.876220977496232433561598310207194783,0.6201293506332736665512636441549506849999,1549.552799583050218523666591316732347379,827.49567763195485779603237629997928438,0.6373527484740121731766497001884049911342,1033.717023198619507926641167017923996382,827.49567763195485779603237629997928438,0.6373527484740121731766497001884049911342,1033.717023198619507926641167017923996382,963.457982786396493341140354172502345211,0.5905338693002723976704352245384360531415,1115.150958146848482240466325252718364071,1138.913915823054596888453620437684133946,0.5463838757414450428161048831390445006209,1219.677030948002265648886895648799142279,311.418238191099739092421244137704849569,0.9221358713387927621478026519709118610294,562.853059713277276213422133951833817654,0,0,0,0,0,0,827.49567763195485779603237629997928438,0.6373527484740121731766497001884049911342,1033.717023198619507926641167017923996382,800.778261087858353195790055930055079252,0.6658260009719673086919058744542841388203,1045.030815001012747640440650493264164421,944.754791728539218306074249980993817089,0.5805452815970678373233255961141312220516,1075.006955744278993958086934729218549433
1990,2004.139358303006468060778934813977605686,0.661307003278808536771869710915428967477,2597.68873065725204910619760486245087589,3077.510974293592737132365834635763231659,0.5996663798845895291071354033512752616108,3617.140535419080253372579686717362736478,1514.331644832617020838978399598046755194,0.5151427799857302660954405278260039306315,1528.990146145298200063576156120015803407,786.557244376678423347949504176395559853,0.6385897478968615151620392551023574935723,984.483289090188211278165430163322647651,4295.093088219920781845195265273345277489,0.6421833579992721385802015989593941439373,5406.145112532564165746910766962786343668,1217.582113926328044712829430637582045825,0.7703391335465613622441313039787198931035,1838.384255301044296911885213429549370023,1563.179329460975716293387435037716476465,0.6978927667623113863586783898139575064404,2138.225832479023065604040237234009692206,969.533524201067564937783783067679276719,0.5749690084446895635937591066073917904583,1092.605388964995570234700478731815380588,544.798120631549455901194616530367478473,0.5502096072829307521726122029581101008579,587.51619360228057757054105700752377846,1118.44759688721843251939188185932570442,0.9279052176574241621201222372235161779965,2034.114187222992540087813990023774018369,1810.446001004681986649051606619379188477,0.5082408536516364955372617390227835158339,1803.479537239989789991083254312376130005
1991,1377.429988675315949432213102475697070156,0.3861533017543724337303672991531216826175,1042.522310602423724525121510322276285911,4689.671158873456915951698122694156756297,0.3855104533085416229118043330381490428821,3543.517818477588187427000458670417511808,3325.77117481013475544765790711780267398,0.4496363704553218836931949552535355802719,2930.959852812859220326910176740918650517,735.231563088690663271347816049105595154,0.4524085338640108547426987546688184749833,651.945065674699104514136720395001045721,5331.869584460082202112563409120748231287,0.3769047840391328929056759296101034496516,3938.830022341267100072567055066423660454,642.198425586625286160865286426591474992,0.3823661993729672643050911223853463979111,481.28774362032804184384735195984814547,1363.899984063322160504040215576354082316,0.3091667622582821331202206774442705971386,826.478182549280628641880942754035450358,1526.674900971924722633336230849271054137,0.3924928197477428379910762301782678451536,1174.449515972330522873901251446931692364,1799.096273838210032814321676268531619841,0.5284026565861059181512068861385272595106,1863.268611078537959328776139586485968492,342.697124306546304646951648643238022447,0.4752566714143754396945035306113998369788,319.223425418366997568041093144437931484,2433.235622955381376185813828641679856964,0.4137504918171329901212580847720794265418,1973.234773981323750858689017942286526452
1992,1800.510249723691036110419310144822557889,0.5122133315581769827626737744242267203636,1807.600892890609307936194714152132244745,4391.011435733564856947236874009163790899,0.4225385539199359675383551100847122763138,3636.528379709494189907765453905539535346,3034.803596941831545258810747968459061724,0.4462024498431940159484095161575089130737,2654.108127506829461977594056653092449132,892.318936984661574771625547385642351815,0.7206135650779397756843621052672833656167,1260.313575519465952384288704263548278688,5299.202748472594318286030636768343996966,0.4153381267271309786238233089268953428108,4313.883447687827487198674437357047530613,908.191312739029461338793762759180206066,0.4003257001572045864355846827053137351554,712.601753371927743263026637976289727903,1356.207838791733311688426126040704729171,0.3988439008493502970009447430785521542366,1060.193840580876995634331255201478352745,998.054788342057295997206047569006639391,0.4364956335147487153370429837427295670692,853.867251954797690544309228381546132667,2036.74880859977424926160470039945242233,0.4645901333979154628548176837602916273737,1854.656665343412433969707375142410466652,801.572583264655436230625749060472423261,0.9613124114424397089236953246392418778148,1510.300879010011749459578621577509860595,1847.653058341631458511154971247632837423,0.4795832188973149401365445029040803984871,1736.762666204898181296205676584531393261
1993,1088.49779584927019452574738889431684401,0.5447080044932580300506147314030029270859,1162.110386053836832783243254805107380861,4555.597926417971273376240885966825077796,0.3071702104025053125340953388818378641305,2742.714188191369295900199439737123726935,3202.551432886397970829996981741607708551,0.3005939402283629413339690592181130867558,1886.828405830811526756215866704010070814,555.5065390711063514657327190712512136,0.5895742992351185585811649089705791425915,641.924261847012128734587481505728949783,5088.589183196135116436255555789890708208,0.3028879119403790099276663776140194789134,3020.893418744525208358917264317572355166,532.991256778163843060014669823065630409,0.5196752983502649319235885028497504032796,542.885485153178924160367194477049249652,1353.046493531573302546243904225217369243,0.3786726556855131419250226305819485017154,1004.228949584281789837385404532529877855,967.830066412585520864466661436662749442,0.3467537043808816239779437580755261790555,657.773375049927069652602466754616522355,2234.721366473812449965530320304944959114,0.3074240409296775860883787120879712101797,1346.533862753209872543028626361303107889,444.386357536003566538847596667692277717,0.6239405103366240681711748257141263233233,543.45047538698920227595018767342560667,1647.127140338607550774267539453099294382,0.4612515623714013197752618223868725746995,1489.090335134821425499712424903442109563
1994,618.983491779218950749687872202694213621,0.388282142220511776338857739931843020424,471.06686292684864217826143607866722842,3410.358841250721590232600723911097764014,0.3447646621879710237088841344221772449835,2304.511579133388044677686719946285277868,2805.732932581285019624445692484945674529,0.3507709526108223542309715944000097531877,1928.972442524863375521760881153952525263,159.613503401965704685464368532765599976,0.4080887368140711149870151840696424336757,127.66748704428218896285029257507604374,3869.728829627974836296824227581026377662,0.346519562104536144248008667030729611318,2628.23600943173058893631933346640101471,459.369988377253246064223503669928613644,0.4106867818079092905905926599967923745401,369.768077084150028125728977625284555998,604.625908669436570608155031426152089488,0.3848968038775936414388764792292989671437,456.12841638536586656229154426940513023,508.253663595245470638941398943171219071,0.3490208953031287450251100390885729604793,347.686651469851262729995900876274651978,2297.479268986039548985504293541774455461,0.3847785557461761693078162102883367873279,1732.680679755368629942133092911980840668,87.01423694672498715515137421595066631905,0.5695676025355080112663597804092891123659,97.13856103543743638661611311889162891329,4805.94687998879837847510060268367433402,0.4465768729048357888590609673125904661424,4206.600468863813434084279899354325153171
1995,967.729039714538835261623345058707284117,0.8629914778094937185572916995401463628753,1636.878151640727729192146664291445774238,8360.232000505337101656735077054020697924,0.6040526719648694624915205551539495509633,9898.04013717685137398056137748679594962,6786.933719987237911374411724264797858906,0.6153999505569226202271555531812462790962,8186.290204397983959004842148487136853716,458.978755245977776162568747285411296208,0.9035865487273689233786107095683152853422,812.864977608117792100572860664064303064,8868.982284973898160755789674827316685833,0.6161633020112417795877448236760202843951,10710.8931639699014283742762218443776983,508.750284468561059099054597773295987904,0.8283150855466724351542727531587122947636,825.954849386881377166714161716527861848,1573.298280518099190282323352789222839024,0.5622092015561199525355889092611469166631,1733.664629395406074711105049125624983605,963.905725332709643970417075312304780417,0.5583267477516704467150955806297578982634,1054.821723577884362116590132958788993311,5823.027994654528267403994648952493078494,0.6288670666266021293310217552401970742225,7177.344646410638086852537440791017978042,331.031003284761981853896189684069654081,0.9037502027870629166219964205522392046545,586.371899240920721857579339351514221482,3947.937791190376941200755249170496934361,0.5191515726639934733262388997202705460822,4017.173101629149858820869782417364648969
1996,744.890698833256823189253520564923716139,0.6052055752200299279727476554375556608144,883.591527572325292361042284097884777228,4640.621996164357287153671152382622869364,0.2686772704836246139874598884487917618994,2443.786116500389657196564291847261306269,3873.063778999095564757275499154887258578,0.2650600818108336147688699600998045773279,2012.125420155350280015940262068836808255,216.761557241962248783264176582612945079,0.7544332250696298676154462873854039951323,320.522956574290775896864819936050946317,5168.751137755651861559660496364933640427,0.2747172602822551844680752204435742020467,2783.0924972242431881655943210965002563,528.12914159129457440598934398231077106,0.5639082650086746791805657833049532061964,583.720120353124522315757599143599702256,767.558217165261722396395653227735610793,0.4894693106386326522295712326030810483017,736.364535204561160351270152702269759226,450.026760945946391679840281068796066505,0.3784784984072794571028271898880382414488,333.837887342790468606976393374924996103,3423.037018053149173077435218086091192071,0.2697165393836000846017530257469037291888,1809.569409434856277357225327140810630349,176.524636538161190959451633637940010314,0.4153672313116456344240932386932528604932,143.712197092815121249178450515498578284,5408.245749431045972521244647682168542941,0.5016758657847858786024825268898440043607,5317.845282696507951038103372582411567937
1997,381.387975441851251254111655804358859435,0.5450197685582722879090739461142354291418,407.413412768202575996716992195770766297,3232.581339910069591034908277236425787852,0.2759883354814848175481575135402877473538,1748.623296888164465927265984205055668429,2765.391057701582758954069182884562017598,0.2712888184790340851519006069739755351591,1470.430558445643567285539537171679088816,226.483188364160594890864034348198479785,0.5157737280034470036704741598054710496465,228.95559364967243919833527052783213872,3387.486126987760247398155898692586167506,0.2848631125655086764595179977180828571036,1891.340890136178197715848976873159151445,154.90478707769065636324762145616037965,0.6194761312292552130255776995556283853936,188.081243687247494990708472653330121179,467.190282208486832080839094351863770256,0.4183484323361086068187378435825751533476,383.078711442585890805387061846538398443,789.285310525753423604099161745812558218,0.4829483077229573083390957675322539736179,747.12064985684289969914560894503154868,1976.105747175829335349970021138749459383,0.2508328681674590978150823671805223859074,971.517653837973593824315574292471184329,193.636197836701682207972124323945773668,0.6594696290754308995785816488231532931178,250.286495463374970544605147085629642925,2834.783142237747177622785077116724350068,0.4293701755600022751176447806294379577683,2385.655817496026556504674097034620551588
1998,692.253002343332607516562073365785555803,0.4132320713794153909293030311801502454188,560.67983847083107470587762671850577955,2797.934093433657238463082952137125884858,0.2492898837775878328805426651098021273179,1367.093463340076899408687586146497112872,2509.91897566757911841039049960227793286,0.2546358056682878080925052438152373101943,1252.665871441225837034333413170891216709,394.004741250415491953809790917669849958,0.5544633125075791630690619563421660785189,428.183900995698104033735992084969603585,3096.182354526574354025835234585241590703,0.2398844352168959123085557463145547274016,1455.742872670487504604955141440211133823,298.248261092917115562752282448115705842,0.3606784858782615097061018486982399056454,210.840593204562804751799741064245849502,288.015117766078120052692452534847952003,0.4146924054334659047213944828909338037284,234.097856695731077372145907725596598891,306.059094078044854449599068793813219408,0.4174453506253271076633456301178174571135,250.415373845379642924387067620160661584,2203.859881589534263960791430808464713455,0.2707013528018084019530200121370215559463,1169.312188610563600016767486146196264843,267.350507006614041291324445434839829418,0.4248681071146318853654166033769986915601,222.633859542152984274280762039510159127,1914.462335802248570287118128495589023749,0.4406579992143732465901352764475952794273,1653.501359233153065324236494560818750619
