"SURVEY_YEAR","BIOMASS_MT_MALE_GE25","CV_BIOMASS_MT_MALE_GE25","CI_BIOMASS_MT_MALE_GE25","BIOMASS_MT_MALE_LE94","CV_BIOMASS_MT_MALE_LE94","CI_BIOMASS_MT_MALE_LE94","BIOMASS_MT_MALE_GE95","CV_BIOMASS_MT_MALE_GE95","CI_BIOMASS_MT_MALE_GE95","BIOMASS_MT_MALE_GE78","CV_BIOMASS_MT_MALE_GE78","CI_BIOMASS_MT_MALE_GE78","BIOMASS_MT_MALE_GE102","CV_BIOMASS_MT_MALE_GE102","CI_BIOMASS_MT_MALE_GE102","BIOMASS_MT_MALE_GE102_NEW","CV_BIOMASS_MT_MALE_GE102_NEW","CI_BIOMASS_MT_MALE_GE102_NEW","BIOMASS_MT_MALE_GE102_OLD","CV_BIOMASS_MT_MALE_GE102_OLD","CI_BIOMASS_MT_MALE_GE102_OLD","BIOMASS_MT_MALE_95TO101","CV_BIOMASS_MT_MALE_95TO101","CI_BIOMASS_MT_MALE_95TO101","BIOMASS_MT_IMMATURE_FEMALE","CV_BIOMASS_MT_IMMATURE_FEMALE","CI_BIOMASS_MT_IMMATURE_FEMALE","BIOMASS_MT_MATURE_FEMALE","CV_BIOMASS_MT_MATURE_FEMALE","CI_BIOMASS_MT_MATURE_FEMALE"
1990,654475.6129903299603970799107722390041967,0.1191162833406869535583355840879890491044,152799.05701079080828411675392159616676,306732.6271917948820382692367631873595344,0.1097904825652068707773312525039593426188,66005.593389446475652017754207891546317,347749.6341513167225157946920559465158951,0.1498982560722549563536369129648186321949,102169.0448697322208348462960121420853964,521712.5891051359482545893591155265856616,0.1388049190728909093302104916812585944765,141935.8964716916943083022557928376393465,225142.3720627922397475933813282729602498,0.1471175598919597001272309475908394749295,64919.896956084794945465864544980666911,208827.4809661203423522482295838528583849,0.1585607642095922262881916681043143117671,64899.2161411061478405100124622580810073,16314.8910966718973953451517444201018657,0.1521449280318561162041540128357759403815,4865.166746231403233524871689627276928601,122607.2620885244827682013107276735556429,0.1684602224723488287369060414840767753964,40482.7154303904927369707515394486494467,38212.5735455479855745415008980143793459,0.4307717885138864131417021721054401167799,32263.3613538708899822780574140638825374,174941.8458862027563488984876541117086177,0.2104178374217402264364029580730991099247,72149.3343764466058299804858939412055826
1991,640540.0336032388801777569368053215434568,0.1289964716835474799658246945887294528177,161949.7124414823607792965611952701025437,293255.3778939969019630417029046327462489,0.1723354803537374235470134299391722762651,99055.0805747303441902503112003460865781,347976.3675527182838439053066337989278697,0.1550169147147316615277653915445057864836,105726.756867657222131369613126664157967,477618.4877718143079151980045197315537049,0.146783824609584664854178833986787540052,137409.0699452103766872848400195535674708,278677.9347015235668239158349857540753992,0.1721651469539057014860607800344946363389,94038.110058169534505854460076467223379,249102.6464360755063822670512823034525487,0.1923017065079550517386089125169082858911,93889.6134503979714623385588060240984727,29575.2882654480604416487837034506228525,0.1441245264601625774044721955580132984786,8354.547855713789338382373764760098415612,69298.43285119471701998947164804485247,0.1915541979341109516217309519896941604645,26017.8352168868411492236534225746363773,68924.882652337034823341251880269416643,0.1867352049499514841848875404997651575164,25226.5760929416032208030736472756065132,199019.5751764910800749256670422655887948,0.2427104327544753548952007307618409569665,94676.0893466880621669537009233088080268
1992,345778.7082986280452887655557238891202583,0.0940235374350868947619075017138043149348,63722.2211549852092464036561137081586973,179620.7087826505405535342397251557372936,0.1485122673517245808862670020169617624884,52284.7223002851107004474576976759396359,166483.0070602262915638418729221352348508,0.1102083337597162649231875337516437461436,35961.7170225326522462775574701300304127,223584.6111653824846666406480701754265042,0.0935105478661641820707479743052822990825,40978.7381896556826997701920742331059265,139019.5542871430570883218251003212288087,0.1169515876276301881489749196237507713596,31866.7728669271303428286502253673527859,107097.4164347311660315232351539743241939,0.139902281503529721836802668479437872063,29367.0188886109197105836333642998375778,31922.137852411891056798589946346904615,0.1380006140293828049232349487933328765534,8634.338264536350820139120344746479340975,27463.4527730832344755200478218140060417,0.099430728022409560534484358861883338524,5352.19376234398828316403451373020031105,49374.3894701419353341850113687561412932,0.1689178481591034912299934500592066131211,16346.8226219931124779792145680621970968,123479.1790633156610266154084305253282017,0.2016450699789831191297802703124908170858,48801.9766982125604588245248224566096557
1993,372286.4267025247634016306966615763417642,0.1305950629053110418556033753455586971397,95292.7878554589921250780635582138127036,273570.1019637210356632376896204365908938,0.1678862735184740380210026259592553157551,90020.1833309258786188518914605103717315,98857.4189888539391154810303365526906878,0.114810866161024149077276147423006769048,22245.8155650850498652306105244604882523,143013.0129254633984378514357586724108413,0.1050301582618654374284816607508835043602,29440.5315868925511717186854889675076951,77227.8269532303575235733281553398337918,0.1138463965266468107758400142808368904732,17232.5352280091020386383662547275079443,55167.7325951461101865175124144717505727,0.1412499351339929034602203576802727912664,15273.1797550855539322946382447938163275,22060.0943580842473370558157408680832195,0.1476989501886228885516078711506459847003,6386.175444391971883021984539469918890848,21629.5920356235815919077021812128568957,0.131133868860840273306239705314887077151,5559.28928760535841259388319660532089566,74920.8059576091897968765880005631322504,0.2252166815263462359141775667168033738506,33071.893978302023152047564265578568183,127080.5646771001776492266162324505806961,0.1662626903953348110998785039281747131125,41412.362897139134814390146740580486968
1994,346940.7352696485458635362613887162062698,0.0962841186202598771065473976544894019868,65473.5705014499196509186557788763893156,289633.2588573720520076189112159199467088,0.1131775469906119275879233123642085560488,64248.7642581736156627407474486519065959,57385.5132132687260529559951143240839209,0.1078836388855601753599043370211326776575,12134.2776501351373576581223655318084464,109683.1502237127423978865092635732558695,0.0836820542485395518639285475103090479375,17989.8822012560278751689532210150887955,44637.0882361662137872893607591723411166,0.1160089735770335964790881860244877901307,10149.4734679004420208612861097901416355,27318.5153076265219095753569630839967339,0.1574712535728609995838310259904498819088,8431.686468433028060915569173422432810024,17318.5729285396918777140037960883443826,0.1375815763933312381015367936983992891134,4670.124466207069361680150976081599441859,12748.4249771025122656666343551517428044,0.1171703713493017850229270894606132533668,2927.725869824198317148652661975214818429,68240.3263984667031885137812867343595961,0.205969936851139755938529251480319529699,27548.6932092269701352583799376112463239,122603.9573369441204206917759537882891679,0.1400250056107646798715194803887287958943,33648.5348354548056449958285150107253359
1995,429778.1484978711287180147433374209520945,0.0899667093188812579831543369589059742465,75784.8224847293129829525775561347013154,368026.2176105519611383488919390103516674,0.0975835956744001593531764732592522324456,70390.11036909834380557150616308157213,61758.0812186814101064475961125850412083,0.1652520356638130970781293381401486490067,20003.0713345532841522657583364250593703,158154.6971796506933301321865104116205246,0.1274138574074208373408028715759273810857,39496.1560681331983722922033587727804852,38178.9088056296100990309635053421511819,0.1525963162085007919392679349638319347913,11418.8832475747677146395926254007161749,25314.3067853364696685833375201957819387,0.2026148800813811713424526971161247073853,10052.9482579623152988956044184433908057,12864.6020202931404304476259851463692432,0.1759989800961499990224168487340553831136,4437.747396432348437323800357372203527041,23579.1724130518000074166326072428900259,0.2179708318542605939472460376971028536834,10073.5607776035504910802953011468098991,31018.753974923326126009943360228481876,0.1970637053325716715996526941019020181024,11980.834362471740131479139187087076098,164958.5218307680353275771867655251200496,0.1362107250001532558064996752736623740434,44039.474912904143610190256706441572263
1996,484896.2088566270062786548634123175403746,0.0937125327273544584664010186705074277137,89064.0696100196518408199141923218465192,341042.6825940030191460738451328302419811,0.0893288291100191080386216226253104306805,59711.2892848178803751536606051294977656,143856.0789339014967339610814016050923015,0.1848419150387220532900340275430559280702,52117.6409154036711112011545882208411395,312771.208021424897302009547911615572365,0.1249719455528570152362888038178933555515,76611.7477035354621074282601847430042935,89015.0333592760150759241374003172552387,0.2131349404391518542163070032360646396555,37185.5391131080813842173965253276282985,77696.1829043018765057491381123830211195,0.2435235494874498953656248812946909554441,37084.8664752641644596582967817986564078,11318.8504549741385701749992879342341187,0.1799648910196000683000364733763304062752,3992.511549649280135287829985351875368787,54841.045574625481658036944001287837065,0.1654185529585802615257552079146891958789,17780.5837473125938977929544874098631064,9273.932967658635553230268289593822779989,0.3545338585633037326160313064266072808005,6444.329548599634838974711494852501292532,104429.1055301244531176516007568536538775,0.1514941176229014291538686163211008203195,31007.9745850127176100767769639226519523
1997,441518.3405212401984293094076598486204612,0.0833389949991530179095697230719526604982,72119.5617545585932808152259126258174939,209131.1287590305235562594696209077321516,0.0862406609447212210098848977694382202664,35349.7892658570017031265038353765188651,232388.1836538653021780896881817834346527,0.1252343341865629757042803337903103518174,57041.8397273244158617210513332798242895,362927.7426633147780709463368497455919702,0.0949941902815435391533598947093423725821,67573.0130082195827211276446553537214793,171515.6460402570983534832245023668993264,0.1478807206284553627123110700769220561553,49713.1603775570606160724949267390032811,154607.9667602832786734846346146134313271,0.1638207073849115245617863890546351936097,49642.8535047444890782271354218390869091,16907.6792799738196799985898877534679973,0.1502867432878602682889090027854073610476,4980.360108864083174158668416364646294697,60872.5376136082038246064636794165353261,0.1061067447834920204057594511208448370397,12659.6141532656623999924822920040606704,5452.24699199961120515193047608650609674,0.4835341072004781010742660440997552557979,5167.240867765527573069615386965575967917,101393.4290323845387214791151580799046799,0.1969589751269128772640461944609594184022,39141.8778989707914385323427659333191902
1998,264629.1985449309146994990353466935390803,0.0816032193895500665265623297685032075382,42325.4053096558893134788062150553967336,100536.3032693077720905343841003095273574,0.1097477495397874271963284651320073946222,21625.92074047795846315285702810821653,164119.4257008262878129013762595416046631,0.1001513685250282181202795033625958743195,32216.0987675397045353263725931812267394,219421.8710825099993707819138125744394696,0.0896271298462956302065515573309732373348,38545.6589600333574914862609868804963147,127490.2987345370211427424506814337085726,0.1078110669470659476975042068612481412213,26939.9356586623914038866209354154554286,111377.1750688652918978826176016437872457,0.1228305144640591531932307691206447530503,26813.8107979941212262540453774142849351,16113.1236656717292448598330797899213267,0.1545244249999092615746743843602840496298,4880.147492005094076864333897887119876781,36629.1269662892666701589255781078960921,0.1029918353299674607364081727368915249021,7394.101985073368069275062951309870697981,13323.7664540119782328165677950888896347,0.4778496563897960017877685497654816556427,12478.8441548603284414791471190466456555,70182.6636930480348766591569579521149008,0.2801326099324716011351093277051463565499,38534.487394599065437885660843602352661
1999,111468.793264617517074783265145477253957,0.075422460261738298592265367970773046863,16478.2112356320913284887877997663462827,44127.4579973789293925638548557139506081,0.0800994760751463332358333618820932461601,6927.789081591433431361014393399835218993,67352.2477912975497562493749696454820623,0.1049142543004527728073700976195196597267,13849.7732708672674676820362887419688254,87095.5173378445309437581243463425781745,0.0896501231364578843877173327805281164765,15303.9227537836789875400331887389358119,52042.548771441902536656787360988718903,0.121471197704296458544312340181975264062,12390.4746324685678164451938637977505756,31822.0918745161406871333806343640437074,0.1883795983259028194078959325046892184993,11749.4804550141999174904512785859883315,20220.4568969257618495234067266246751954,0.0865348976507347390099195850091185845809,3429.559329332065753163609098398611390089,15309.6990198556472195925876086567631593,0.0874867075753702526211100376634110189747,2625.214515985405423078597067349458388858,6159.729958791971401926912246915360385089,0.1873525262288608123885502613812946403962,2261.920298587854204142620549925322991441,29848.9754608677105770043203228937303982,0.2383583927571298254493872903033991216322,13944.9174799468945568364742053664779571
2000,131711.6761148586285530543093781870544886,0.111409090581619449705630828209551112241,28760.8009876769274202493392569576415167,77782.2230976432069687635880036676911035,0.12691587967001498840698927918265836527,19348.7265635684216657993738088681814598,53942.1038379010090791514318673340035672,0.1515402865424961302464698022782148115933,16021.8276697091743241171881152997082397,76829.8785923537636529147744265423146475,0.1361386436268785134380522284759438963094,20500.6503046983516129325488715924343176,41128.8798582940999025336510261322884876,0.1465380697353442348439027392346907933103,11812.8154630301396174611165953122864242,12236.2870381883034421826446701715187356,0.1911009102101945012870002624082458953315,4583.196557558339989877471048826292909506,28892.592820105796460351006355960769752,0.1902403111604161569202159185274022259444,10773.2102627231396513564648871854709904,12813.2239796069091766177808412017150802,0.1849950781235634102268720483423670695555,4645.951407399308597841037954084269342239,12479.8787583834958231399850625004737212,0.211727958901973643130304179517378042849,5178.984943439003935674889449740435486874,93882.0933857072702376223918002362117778,0.5386722857645930708763048738324200264506,99120.4963994300825768895373147755429348
2001,224095.5985331897163687328563486386383506,0.1448181227952062379578958860409227873625,63608.0836562396262035973025971431820527,167670.5714600131995883076630679105430376,0.1741769464220160545760730667918540022766,57240.5223578094851896983442768423662364,56448.5956296978321329938251626776354838,0.1027699455118562065433752329237277872771,11370.3894302863071733443767485497113481,106070.2546821414616318287441299594198757,0.1163079878978419081346382304729195830724,24180.1630798673754990822755365924386294,39994.7513199379602602943371077028145122,0.0952092201313659573956373329616513161527,7463.423401737656387726693727441519256283,14600.1063139996794412398919649811203077,0.1547480009415588117148810532143243313674,4428.30104062633504634318357894354298974,25394.6450059382808190544451427216942045,0.1156790067524713540613924144392196558694,5757.749529792352778606724152035082435144,16453.8443097598718726994880549748209719,0.1491970955923369574151322284770694517797,4811.536933395559290120667878323047355971,17032.8109145515457306703630017823358195,0.3282839131525463297380211976174413480783,10959.5317252721104110869364487156049465,74840.1024934614067149061287529482705335,0.2969417320621704948882071912029291167386,43557.3733377528381893832694499546459925
2002,138892.9720459040699860071633241385693954,0.1929457564173298655460483452267233235892,52525.666722798105158825106519839946005,83001.927365221672528259343278768225796,0.1967493968886656663884349689303948651707,32007.9351334202291963846648012256828178,55906.7823564060553876056647416174179545,0.2453604355391947784825048415398457021309,26885.9324383830094331432254644900558568,100733.9614907340779194595018489285823419,0.2267582984812486664421369856200050054644,44770.8329455523943484321333570215135014,37171.7908113425400923997639847793232893,0.2490704077351668131509016120795594138895,18146.4504635097307875443992842953446459,24466.9622664291367054844590226237461356,0.3717508334172416236758903148526540969959,17827.4026829171397536648608047517073334,12704.8285449134033869153049621555771536,0.1483954889948810843882627577788750002854,3695.264919256354105622199391967143441449,18734.9915450635152952059007568380946656,0.2442459448356782165424227487526811623012,8968.853594368463062922021106682728457561,4387.74615677709291135357098636305952908,0.2775178747358877456333314051352462851985,2386.64885708630276298739169130753537724,29508.0611942883001209722900260241783055,0.3189667577947024691669632343735571855929,18447.6975915816376039576023079103498399
2003,125932.5845853231782503977455680837268,0.1244126499330636853736165029949763079606,30708.5088599122994337135045273428165626,81606.3235388667782592708596106819054077,0.1610018878027803513941284406330171939533,25751.9934069479635666204785105584788395,44423.1744070844867120134818113539495489,0.121258680026381251579529634073796230768,10557.9231627221814364549894355838201214,72395.5899958895703656749105966128789188,0.1186666332427957010952293335075352220586,16838.2442158185528813573591234728809017,31534.9576540577577628547171975388891306,0.1212585428216450998098293264316605155969,7494.810705623721937788745923621962844888,22449.2289861372279679714523100067297884,0.1520975102904898182850063901203690001667,6692.364799995835908462545704913629407039,9085.728667920529794883264887532159342192,0.1720303559798312601848648004696359123979,3063.521428673912572664815058600542802308,12888.2167530267289491587646138150604183,0.1383427581056765645359745350161757337458,3494.663247247909799999848243953369235705,14837.652259317514138463673384247851603,0.2397733294611453862213604023296344369538,6973.039635862363168861426771579578907576,38761.4576957061604608766166136076378356,0.4060330289563073952500387408252662249665,30847.3268669007134075075130872507579469
2004,133424.9388493930164857017388206552151389,0.1194833572901287265769793498319075749703,31246.43689431298114314529604121481321,89329.6104394445570318148786539815909406,0.1463031532749645612883085325890889790605,25615.6392287052655576812246732657933737,44161.649538159939461391727321451765222,0.1681482674193431815568401361465890392314,14554.3815181947883864006391501047417877,61725.9659082513623205010222650032853434,0.1378111851433296861303355299106752026661,16672.7958912284542843891472481058321864,35580.4679322035832636571716006313640756,0.1893621618354147177308143450107997340886,13205.6848804451284424009375724536602442,25191.029436653240467333697395936200406,0.2544056775680667452647845351490610983977,12561.1321884390094202782289645860278983,10389.4384955503427963234742046951636696,0.1588216743851961406708268261696873733225,3234.133314859224468561343042676189392501,8581.181605956356197734555720820401146384,0.1253019512449156881369255625835056679715,2107.468046458088874936508789925868727006,30472.4787577771049042849413836680191643,0.2709330955016472931405341235344818251413,16181.765875007375958518660459550103731,47742.6489183452758687685925262964652018,0.2795007134779192273246980353137869493725,26154.4446945664940033051445913502551154
